bioguide,facebook,facebook_id,govtrack,instagram,instagram_id,thomas,twitter,twitter_id,youtube,youtube_id
C000266,RepSteveChabot,204705339555378,400071.0,repstevechabot,481906395.0,00186,RepSteveChabot,237750442.0,congressmanchabot,UCJpzm2DZDE1B6ruQLQc7q4g
C000174,tomcarper,124891107521733,300019.0,,,00179,SenatorCarper,249787913.0,senatorcarper,UCgLnvbKwu4B3navofj6Qvvw
C000141,senatorbencardin,120421834675191,400064.0,,,00174,SenatorCardin,109071031.0,senatorcardin,UCiQaJnMzlfzzG3VESgyZChA
C000127,,,300018.0,,,00172,SenatorCantwell,117501995.0,SenatorCantwell,UCN52UDqKgvHRk39ncySrIMw
C000059,70063393423,70063393423,400057.0,,,00165,KenCalvert,22545491.0,RepKenCalvert,UC5MEj7YOX_QdKoqD_HRxP3A
B001277,SenBlumenthal,289987304364966,412490.0,,,02076,SenBlumenthal,278124059.0,SenatorBlumenthal,UCHH-fn3_LVt0Q4od56rOi5g
B001275,RepLarryBucshon,135670516492974,412427.0,,,02018,RepLarryBucshon,234812598.0,RepLarryBucshon,UC0bIliQs0LKZabNwvZ3gnhQ
B001274,155220881193244,155220881193244,412395.0,,,01987,RepMoBrooks,237299871.0,RepMoBrooks,UCgsPSY0MpuQJq8vEqYUSt-g
B001273,DianeBlackTN06,186436274719648,412478.0,repdianeblack,371192551.0,02063,RepDianeBlack,110545675.0,RepDianeBlack,UCREZGYWeFh6-gfodmoWVUFg
B001270,RepKarenBass,190867440939405,412404.0,,,01996,RepKarenBass,239949176.0,RepKarenBass,UCQZg7oxkV3Yag2emYPLhT2g
B001269,CongressmanLouBarletta,192357174108435,412469.0,,,02054,RepLouBarletta,239871673.0,reploubarletta,UChViw1Iv0nY1b3Qq9Q0vDBQ
B001267,senatorbennet,97172997732,412330.0,,,01965,SenBennetCo,224285242.0,SenatorBennet,UCXB3cljpMwTyCUyLr2ZVLow
B001261,johnbarrasso,21146775942,412251.0,,,01881,SenJohnBarrasso,202206694.0,barrassowyo,UC80PfiCAB2Fe1MFayWlR6GQ
B001260,CongressmanBuchanan,67106719910,412196.0,repvern,344865327.0,01840,VernBuchanan,20467163.0,vernbuchanan,UCY4DEy41NxOTdcF8_XAVZvw
B001257,GusBilirakis,135445766485586,412250.0,,,01838,RepGusBilirakis,26051676.0,RepGusBilirakis,UC2z1uu1n4-60xXs5x1mvLJw
B001251,congressmangkbutterfield,274687979233940,400616.0,,,01761,GKButterfield,432676344.0,GKBNC01,UCbodCVgLfcbaep49L1M-mqA
B001250,RepRobBishop,,400029.0,,,01753,RepRobBishop,148006729.0,CongressmanBishop,UCJC2BXNGQEUom7Tp7FKfxlQ
B001248,michaelcburgess,6916472567,400052.0,,,01751,MichaelCBurgess,15751083.0,michaelcburgessmd,UCvvO8lo-Nkc31cEEElqQvQw
B001243,marshablackburn,6470828395,400032.0,,,01748,MarshaBlackburn,278145569.0,RepMarshaBlackburn,UCvNnmu5mUm7xr8QXBlbtQ9w
B001236,JohnBoozman,7686715735,400040.0,,,01687,JohnBoozman,5558312.0,BoozmanPressOffice,UC9vWHKL5OfIYh6kIV0rF2yw
B001227,RepRobertBrady,118845109487,400047.0,repbrady,1405678385.0,01469,RepBrady,148453195.0,BradyPA01,UCHbTbPH6iCtaA_AKPwDy04A
B001135,SenatorRichardBurr,132653626787856,400054.0,,,00153,SenatorBurr,21157904.0,SenatorRichardBurr,UCOLLZpp-1womBSFDV2uLfag
B000944,,,400050.0,,,00136,SenSherrodBrown,43910797.0,SherrodBrownOhio,UCgy8jfERh-t_ixkKKoCmglQ
B000755,kevinbrady,9307301412,400046.0,repkevinbrady,337613850.0,01468,RepKevinBrady,19926675.0,KBrady8,UC6Ng0uMQEBVgXO_HF0NbfXA
B000575,SenatorBlunt,142473042477322,400034.0,royblunt,21185436.0,01464,RoyBlunt,21269970.0,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA
B000574,,,400033.0,,,00099,BlumenauerMedia,137823987.0,RepBlumenauer,UCuziVoKuGn7feNA5VrpxsBQ
B000490,sanfordbishop,366739521606,400030.0,,,00091,SanfordBishop,249410485.0,RepSanfordBishop,UCxF9veLBrkr_CqVq5eFYVGg
B000287,XavierBecerra,90311772229,400021.0,repbecerra,1216529275.0,00070,RepBecerra,133832049.0,XavierBecerra,UCoY0rJzkgkl1TmoKTUKTI6w
B000213,RepJoeBarton,15617630596,400018.0,,,00062,RepJoeBarton,19929362.0,repjoebarton,UC9zg5RmxfNdBfz4iZuzvWXg
A000367,repjustinamash,173604349345646,412438.0,,,02029,,,repjustinamash,UCeg6HhoCXrS8xpON9dxtZgA
A000360,senatorlamaralexander,89927603836,300002.0,senlamaralexander,1156775647.0,01695,SenAlexander,76649729.0,lamaralexander,UChDLBjn5RWqgMmCSswT05IQ
A000055,RobertAderholt,19787529402,400004.0,,,01460,Robert_Aderholt,76452765.0,RobertAderholt,UC71CAgpg1gbLTew_pfTneGA
B001245,madeleine.bordallo,161729837225622,400041.0,,,01723,,,,
D000617,RepDelBene,483962224987343,412505.0,,,02096,RepDelBene,995193054.0,,UCd00b7TpKDZIr-Ujhaktvjg
B001278,congresswomanbonamici,252633384817156,412501.0,,,02092,RepBonamici,558769636.0,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw
C000567,,,300023.0,,,00213,SenThadCochran,555474658.0,sencochran,UCTnKP_ye7nI5DEn_zreaa3g
K000383,SenatorAngusSKingJr,142803045874943,412545.0,,,,SenAngusKing,1068481578.0,SenatorAngusKing,UCpp6lGvrmt0XU_lnD4Ak0gA
A000369,MarkAmodeiNV2,307227745970624,412500.0,MarkAmodeiNV2,,02090,MarkAmodeiNV2,402719755.0,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw
L000580,RepLujanGrisham,191640657646128,412558.0,replujangrisham,379143191.0,02146,RepLujanGrisham,1061385474.0,RepLujanGrisham,UCS_N-wEnUBEbVYCD-CXpNjw
D000621,RepDeSantis,464253846966014,412526.0,,,02116,RepDeSantis,1058807868.0,RepRonDeSantis,UCRM1qBatq45tZxRqYeUa02g
D000620,congressmanjohndelaney,324527257655694,412544.0,,,02133,RepJohnDelaney,937723303.0,repjohndelaney,UC-Sz2M53ZYi_8MvapFKZJiw
S001193,CongressmanEricSwalwell,450130878375355,412514.0,repswalwell,338799200.0,02104,RepSwalwell,942156122.0,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w
M001190,CongressmanMarkwayneMullin,453637624684399,412568.0,,,02156,RepMullin,1060370282.0,,
K000379,301936109927957,301936109927957,412543.0,repkennedy,1328567154.0,02172,RepJoeKennedy,1055907624.0,,UCgfHlaGqxD8p-2V_YlNIqrA
B001284,congresswomansusanwbrooks,517697358277175,412539.0,susanwbrooks,365798183.0,02129,SusanWBrooks,1074101017.0,SusanWBrooks,UCMd7LzaBcbQ06aKHoj9KkSQ
W000813,RepJackieWalorski,466876036704525,412538.0,,,02128,RepWalorski,1065995022.0,repwalorski,UC8fsSDjVJ_VnCF3ccx3Lkng
R000597,reptomrice,403403083083104,412572.0,,,02160,RepTomRice,1058345042.0,RepTomRice,UCEmPVQphMGoXAfWJli68BEw
M001188,repgracemeng,195734010571362,412560.0,,,02148,RepGraceMeng,1051127714.0,,UCHg516zJKbIBtXFAJ0nu3XQ
M001189,RepLukeMesser,367444640018564,412540.0,,,02130,RepLukeMesser,1045853744.0,RepLukeMesser,UC9NKMvZuY2koTf1iVurxicw
M001185,RepSeanMaloney,551199354892891,412562.0,,,02150,RepSeanMaloney,1072467470.0,,UCNiVzzf4Vz-vCMPBcnjGuXQ
H001064,CongressmanDennyHeck,547907568553615,412584.0,,,02170,RepDennyHeck,1068499286.0,RepDennyHeck,UCU89cl5_yhHzo-oTHiEyaRg
H001065,CongressmanGeorgeHolding,384164668340890,412553.0,,,02143,RepHolding,1058460818.0,repholding,UCx6IgBfJmIhXSXymnPr78hw
N000127,UsRepRickNolan,388085277945339,408211.0,,,00867,USRepRickNolan,1055685948.0,USRepRickNolan,UCmGkPQXVR8GzVAPXN54AoXg
T000472,RepMarkTakano,262447300551014,412520.0,,,02110,RepMarkTakano,1037321378.0,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w
J000294,RepHakeemJeffries,118349138343701,412561.0,,,02149,RepJeffries,467823431.0,,UCYVmbsjoNbQ4j-PCQIYgpWQ
J000295,RepDaveJoyce,404318572981934,412566.0,repdavejoyce,360743678.0,02154,RepDaveJoyce,976969338.0,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA
L000579,RepLowenthal,392631677490897,412521.0,,,02111,RepLowenthal,1055730738.0,RepLowenthal,UC-GgROtn5Hxm1H9a6qvy_Wg
C001093,RepresentativeDougCollins,505646972800006,412531.0,,,02121,RepDougCollins,1060487274.0,repdougcollins,UCgKTZXOJX2UwAdLNZ4MQdig
W000814,TXRandy14,128891177274584,412574.0,,,02161,TXRandy14,1058051748.0,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg
K000381,derek.kilmer,450819048314124,412583.0,,,02169,RepDerekKilmer,1058917562.0,,
G000571,RepTulsiGabbard,392284484191405,412532.0,,,02122,TulsiPress,1064206014.0,tulsipress,UCkQmC0YfIU4388Tu0_k4esA
D000618,SteveDainesMT,185361254941832,412549.0,stevedaines,371125857.0,02138,SteveDaines,11651202.0,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q
Y000065,CongressmanTedYoho,563532937006022,412525.0,,,02115,RepTedYoho,1071900114.0,RepTedYoho,UCGmDQgEgP2Z0NjavmnS9Hwg
E000293,RepEsty,292076514228382,412524.0,,,02114,RepEsty,1060984272.0,RepEsty,UCJoc9OfUHVbx0Z7V055sbCA
K000382,CongresswomanAnnieKuster,115543081952049,412557.0,,,02145,RepAnnieKuster,1058717720.0,RepKuster,UCYAD_Eti2b5gXSicbgPsBYA
K000380,RepDanKildee,484166588292670,412546.0,repdankildee,582887115.0,02134,RepDanKildee,1045110018.0,RepDanKildee,UC_KpQ-n3IT5dL5ul21XA9Yw
C001090,CongressmanMattCartwright,248507065275406,412571.0,,,02159,RepCartwright,776664410.0,,UCnAOvexSGLBnYidaFzguhTQ
C001095,SenatorTomCotton,120355701459307,412508.0,,,02098,SenTomCotton,968650362.0,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg
B001286,RepCheri,581909665168588,412537.0,,,02127,RepCheri,1092979962.0,RepCheri,UCrkOYuIsVeb4dvKeeO7jnaA
B001287,RepAmiBera,528662157146886,412512.0,,,02102,RepBera,950783972.0,repamibera,UClJCTCo53Zk6b4kUL-bbdzg
F000454,CongressmanBillFoster,102918290599,412257.0,,,01888,RepBillFoster,1080509366.0,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ
P000606,congressmanpittenger,376142742468386,412551.0,,,02141,RepPittenger,950328072.0,CongressmanPittenger,UCPr1MiyBx6K6wH3zgMWFtMQ
M001187,Repmarkmeadows,409882952423501,412552.0,,,02142,RepMarkMeadows,963480595.0,RepMarkMeadows,UCu1unBO6gQdCz3qok5LPFGQ
F000462,RepLoisFrankel,138220153003017,412529.0,,,02119,RepLoisFrankel,1077121945.0,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ
H001067,RepRichHudson,212153802255530,412550.0,,,02140,RepRichHudson,935033864.0,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg
V000131,CongressmanMarcVeasey,394849110600016,412579.0,repveasey,676925345.0,02166,RepVeasey,1074129612.0,marcveasey,UC2CRp1KF5uljZyhDRPR-72Q
V000132,USCongressmanFilemonVela,510462622331477,412580.0,,,02167,RepFilemonVela,1083448909.0,,
P000605,Rep.ScottPerry,376801102416184,412569.0,repscottperry,519463466.0,02157,RepScottPerry,18773159.0,RepScottPerry,UCzgrU5PT_HHRgf5hXPen4dQ
R000599,CongressmanRaulRuizMD,245244468941114,412519.0,,,02109,CongressmanRuiz,1089859058.0,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw
C001094,RepPaulCook,464458413604093,412513.0,,,02103,RepPaulCook,1074412920.0,RepPaulCook,UCqK--hf5cuvg7BR_oisyRiA
C001096,CongressmanKevinCramer,498751820147706,412555.0,,,02144,RepKevinCramer,1048784496.0,kevincramer,UCqUPdO9XaAW-dvwwXKbIVdA
C001092,RepChrisCollins,467047586692268,412563.0,repchriscollins,379808544.0,02151,RepChrisCollins,1058256326.0,RepChrisCollins,UCSwQQJaKI4TzuYDUwHwwnxQ
W000812,RepAnnWagner,215485388588143,412548.0,,,02137,RepAnnWagner,1051446626.0,,UCy2v2DXXvQnbRc8Zx77Dnsg
W000817,senatorelizabethwarren,131559043673264,412542.0,,,02182,SenWarren,970207298.0,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A
D000619,RepRodneyDavis,323631667743052,412536.0,,,02126,RodneyDavis,993153006.0,RepRodneyDavis,UCiGPTfpwRxqQp0Bam5S8zwA
S001192,RepChrisStewart,242042855928904,412581.0,repChrisStewart,,02168,RepChrisStewart,1072008757.0,repchrisstewart,UCKYqzTvmQVWys-WhrCkbyPw
B001282,RepAndyBarr,457461137635018,412541.0,,,02131,RepAndyBarr,1089334250.0,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q
C001098,SenatorTedCruz,315496455229328,412573.0,,,02175,SenTedCruz,1074480192.0,sentedcruz,UCOTZ-6H1rri1lSsj6IzhUyw
D000096,280757931935749,280757931935749,400093.0,,,01477,RepDannyDavis,789244177.0,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ
G000546,118514606128,118514606128,400158.0,,,01656,RepSamGraves,29766367.0,,
B001283,CongressmanJimBridenstine,460003650715961,412567.0,repjbridenstine,295797332.0,02155,RepJBridenstine,1092757885.0,RepJimBridenstine,UC4uUpWvIK-fiOfTG_D3rX8g
B001230,TammyBaldwin,7357041101,400013.0,,,01558,SenatorBaldwin,1074518754.0,witammybaldwin,UC_XjYCRbbI2_TDDjJidwk0Q
W000810,RepRobWoodall,172573036140374,412416.0,,,02008,RepRobWoodall,2382685057.0,RobWoodallGA07,UC7MSlu8zV6Mf8wYzek2Cb-w
W000816,RepRogerWilliams,322383274535068,412578.0,,,02165,RepRWilliams,1077446982.0,,UCBtfmMMQarjtLB9U_pWMOhw
D000598,RepSusanDavis,103767526332478,400097.0,,,01641,RepSusanDavis,432771620.0,,
D000622,CongresswomanTammyDuckworth,112300955610529,412533.0,repduckworth,1387939090.0,02123,RepDuckworth,1058520120.0,repduckworth,UCYRWRvUxtjaHnFMCbdd94tg
O000170,betoorourketx16,460776160654909,412575.0,,,02162,RepBetoORourke,1134292500.0,betoorourketx16,UClxfjz6tgqTbwYwQNy0VURg
F000463,senatordebfischer,531623656856934,412556.0,,,02179,SenatorFischer,1071402577.0,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ
H001068,RepHuffman,200227780116038,412511.0,,,02101,RepHuffman,1071102246.0,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA
H001069,SenatorHeidiHeitkamp,501810613175643,412554.0,senatorheitkamp,1146260729.0,02174,SenatorHeitkamp,1061029050.0,senatorheidiheitkamp,UCsIiu6s5KJ_VYzpT_b1Jh4g
H001052,AndyHarrisMD,508912729153334,412434.0,,,02026,RepAndyHarrisMD,960962340.0,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg
P000604,DonaldPayneJr,360976767343741,412506.0,,,02097,RepDonaldPayne,1155335864.0,,
P000608,CongressmanScottPeters,449337038470352,412523.0,,,02113,RepScottPeters,1135486501.0,,UCQK77QJxW7Xr-S3zqeMd-0g
R000598,keithrothfus,133803223451004,412570.0,,,02158,KeithRothfus,1155212191.0,reprothfus,UCPe5SCZKXEyUAMNUprj46Pg
C001091,326420614138023,326420614138023,412576.0,joaquincastrotx,378492005.0,02163,JoaquinCastrotx,231510077.0,JoaquinCastroTX,UCsRxWnFdRiV2od1O5v5nEeQ
W000815,RepBradWenstrup,124462944390458,412564.0,repbradwenstrup,305496379.0,02152,RepBradWenstrup,518644221.0,repbradwenstrup,UCaK7SeUvmHdHTMtF3HXb-jA
V000129,CongressmanDavidValadao,105596689621089,412515.0,,,02105,RepDavidValadao,1128514404.0,congressmanvaladao,UCWqOVVxQd6IV4mfYMi95LqA
S001191,CongresswomanSinema,233846963416149,412509.0,,,02099,RepSinema,1080844782.0,repsinema,UC4NzhW7D4lQdukSGWmFnK9w
C001075,,,412269.0,,,01925,,,SenatorBillCassidy,UCCEyGhUzxgkxFzWCY-rxz8g
F000372,rfrelinghuysen,191509977669708,400142.0,,,00414,USRepRodney,1382011333.0,RepFrelinghuysen,UCePp5KwEKTtu3GM6gkVIkmg
F000457,senatoralfranken,945480788871137,412378.0,,,01969,SenFranken,171968009.0,SenatorFranken,UCMFNp5ybWmz6IlSXmPacTOw
G000558,,,412278.0,,,01922,RepGuthrie,1908143071.0,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw
L000578,RepLaMalfa,,412510.0,,,02100,RepLaMalfa,1069124515.0,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw
C001066,USRepKathyCastor,181810465190906,412195.0,,,01839,USRepKCastor,1880674038.0,RepKathyCastor,UC_irxhmLqVenTFPxDxznG6g
K000367,,,412242.0,,,01826,,,senatorklobuchar,UCvdeJsDsV51tFb_hVqvtYGA
I000055,,,400194.0,,,01608,SenatorIsakson,78403308.0,SenatorIsakson,UCO80zDwuLZHtGr-KOfl_XCQ
C001097,repcardenas,485493954794945,412517.0,repcardenas,1483357690.0,02107,RepCardenas,1222257180.0,repcardenas,UCm6ug1-yvYGL0F6DvYxfFBA
W000799,,,412214.0,,,01856,RepTimWalz,1262814457.0,1529tjw,UCAaYwb6XgcSVZ-5s3ei2g6g
P000607,repmarkpocan,436881033058309,412585.0,repmarkpocan,1422301608.0,02171,RepMarkPocan,1206227149.0,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ
V000130,RepJuanVargas,176942192453747,412522.0,,,02112,RepJuanVargas,1260172386.0,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ
K000384,SenatorKaine,482778861771212,412582.0,,,02176,SenKaineOffice,1267940407.0,SenatorTimKaine,UC27LgTZlUnBQoNEQFZdn9LA
S001194,SenBrianSchatz,357806137657533,412507.0,,,02173,SenBrianSchatz,1262099252.0,senbrianschatz,UC8-mSYp2WqBiB_5iwtwKfow
S001168,RepSarbanes,,412212.0,,,,RepSarbanes,364415553.0,,
B001285,RepJuliaBrownley,330504617051234,412516.0,,,,JuliaBrownley26,1243902714.0,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A
M001184,RepThomasMassie,452480994776070,,,,02094,RepThomasMassie,975200486.0,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g
K000385,reprobinkelly,150380975141321,,,,02190,RepRobinKelly,1339931490.0,,UCLhcNPX2nNQLNzwKW0nEykg
G000555,KirstenGillibrand,,,,,01866,SenGillibrand,,KirstenEGillibrand,UCVEloQogVsmnkd5vxJInmYg
R000584,,,412322.0,,,01896,SenatorRisch,1096059529.0,SenatorJamesRisch,UCncKW8xyT5UbPNO27YuQnBA
B001281,RepJoyceBeatty,,412565.0,repbeatty,554027718.0,02153,RepBeatty,1531521632.0,,UCtVl3kb7Xvt3pY7l6x-M6LA
S000051,RepSanfordSC,118387985037658,400607.0,,,01012,RepSanfordSC,1499993378.0,RepSanfordSC,UCS33edNAxXe2pyFbnUUcZWA
S001195,repjasonsmith,544741092252764,412596.0,,,02191,RepJasonSmith,1623308912.0,RepJasonSmith,UCzj9-27Lr4gcqopmZAobXXg
S000522,RepChrisSmith,371621772908416,400380.0,,,01071,RepChrisSmith,1289319271.0,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg
M001169,chrismurphyct,19437978960,412194.0,,,01837,ChrisMurphyCT,150078976.0,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q
B001288,,,412598.0,,,02194,CoryBooker,2167097881.0,SenCoryBooker,UC6FlymqNS1VettnVZa7goPA
C001101,CongresswomanClark,1408040802774787,412600.0,,,02196,RepKClark,2293131060.0,,UCgaI52w7QKI8LtkSeCCmSuw
B001289,RepByrne,1374832002773142,412601.0,repbyrne,944262792.0,02197,RepByrne,2253968388.0,,UCRUXmqQbrKo0T6xi_GT7TEA
N000189,RepNewhouse,,412660.0,,,02275,RepNewhouse,2930635215.0,,
J000297,RepEvanJenkins,,412663.0,RepEvanJenkins,,02278,RepEvanJenkins,2953713339.0,,
R000601,RepRatcliffe,,412653.0,rep_ratcliffe,1679501092.0,02268,RepRatcliffe,2847221717.0,,
L000583,reploudermilk,,412624.0,,,02238,RepLoudermilk,2914163523.0,,
C001103,congressmanbuddycarter,,412622.0,,,02236,RepBuddyCarter,2973870195.0,,
C001107,repcurbelo,,412621.0,,,02235,RepCurbelo,2853309155.0,,
M001193,CongressmanTomMacArthur,,412643.0,,,02258,RepTomMacArthur,2962994194.0,,
B001295,RepBost,,412629.0,,,02243,RepBost,2964877294.0,,
A000370,CongresswomanAdams,,412607.0,,,02201,RepAdams,2916086925.0,,
C001105,RepBarbaraComstock,,412658.0,,,02273,RepComstock,2933760046.0,,
P000611,RepPoliquin,,412633.0,,,02247,RepPoliquin,2932617195.0,,
M001194,RepMoolenaar,,412634.0,,,02248,RepMoolenaar,2696643955.0,,
S001196,RepEliseStefanik,,412648.0,,,02263,RepStefanik,2962813893.0,,
C001106,CongressmanRyanCostello,,412651.0,RepRyanCostello,,02266,RepRyanCostello,2953922782.0,,
R000603,1579216395649220,1579216395649220,412641.0,,,02256,RepDavidRouzer,834069080.0,,
P000609,USRepresentativeGaryPalmer,,412608.0,usrepgarypalmer,1551536636.0,02221,USRepGaryPalmer,2861616083.0,,
M001197,RepMcSally,,412611.0,,,02225,RepMcSally,2964949642.0,,
E000294,reptomemmer,,412639.0,reptomemmer,1565640999.0,02253,RepTomEmmer,2914515430.0,,
R000604,reprussell,,412650.0,,,02265,RepRussell,2966758114.0,,
A000374,CongressmanRalphAbraham,,412630.0,,,02244,RepAbraham,2962891515.0,,
Y000066,RepDavidYoung,,412628.0,,,02242,RepDavidYoung,314205957.0,,
Z000017,RepLeeZeldin,,412646.0,,,02261,RepLeeZeldin,2750127259.0,,
K000386,RepJohnKatko,,412649.0,,,02264,RepJohnKatko,2966765501.0,,
Z000018,CongressmanRyanZinke,,412640.0,,,02254,RepRyanZinke,2953494478.0,,
W000821,RepWesterman,,412610.0,,,02224,RepWesterman,2852998461.0,,
H001072,RepFrenchHill,,412609.0,,,02223,RepFrenchHill,2953974395.0,,
B001291,RepBrianBabin,,412655.0,,,02270,RepBrianBabin,2929491549.0,,
M001195,CongressmanAlexMooney,,412662.0,,,02277,RepAlexMooney,2964526557.0,,
T000475,CongressmanDaveTrott,,412636.0,,,02250,repdavetrott,2869746172.0,,
B001297,repkenbuck,,412619.0,,,02233,RepKenBuck,2862577383.0,,
B001294,congressmanrodblum,,412627.0,,,02241,RepRodBlum,2965083477.0,,
B001293,RepMikeBishop,,412635.0,,,02249,RepMikeBishop,2914571740.0,,
R000602,RepKathleenRice,,412647.0,,,02262,RepKathleenRice,2970462034.0,,
D000624,RepDebbieDingell,,412637.0,,,02251,RepDebDingell,2970279814.0,,
T000474,RepNormaTorres,,412617.0,,,02231,NormaJTorres,236279233.0,,
S001197,SenatorSasse,,412671.0,senatorsasse,1636974433.0,02289,SenSasse,2962923040.0,,
K000387,RepresentativeSteveKnight,,412614.0,,,02228,SteveKnight25,2974648323.0,,
S001198,SenDanSullivan,,412665.0,sen_dansullivan,1660873387.0,02290,SenDanSullivan,2891210047.0,,
L000584,repmialove,,412656.0,,,02271,repmialove,2976598347.0,,
A000372,CongressmanRickAllen,,412625.0,reprickallen,1666787116.0,02239,reprickallen,2964287128.0,,
R000605,SenatorMikeRounds,,412669.0,,,02288,SenatorRounds,2955485182.0,,
W000820,RepMimiWalters,,412618.0,rep_mimiwalters,301820337.0,02232,RepMimiWalters,47798449.0,,
B001296,CongressmanBoyle,,412652.0,,,02267,RepBrendanBoyle,231108733.0,,
H001071,CongressmanJodyHice,,412623.0,,,02237,congressmanhice,2975091705.0,,
A000371,reppeteaguilar,,412615.0,,,02229,reppeteaguilar,3018670151.0,,
G000574,RepRubenGallego,,412612.0,,,02226,RepRubenGallego,2966570782.0,,
P000612,SenatorDavidPerdue,311482539049477,412666.0,sendavidperdue,1650058430.0,02286,sendavidperdue,2863210809.0,,
P000610,repstaceyplaskett,665951613514437,412659.0,,,02274,staceyplaskett,2724095695.0,,
W000822,RepBonnieWatsonColeman,1398082073827493,412644.0,,,02259,RepBonnie,2968451607.0,,UCrxEaX0VKZKwg3930du2D5A
H001073,HurdOnTheHill,,412654.0,,,02269,hurdonthehill,2963445730.0,,
L000582,RepTedLieu,,412616.0,,,02230,RepTedLieu,3044993235.0,,
G000577,CongressmanGarretGraves,,412631.0,,,02245,RepGarretGraves,2951574214.0,,
D000623,RepMarkDeSaulnier,,412613.0,,,02227,RepDeSaulnier,2968007206.0,,
W000819,RepMarkWalker,,412670.0,repmarkwalker,1638422078.0,02255,RepMarkWalker,2966205003.0,,
M001196,CongressmanSethMoulton,,412632.0,,,02246,teammoulton,3091316093.0,,
B001292,repdonbeyer,,412657.0,,,02272,repdonbeyer,2962868158.0,,
G000576,RepGrothman,,412661.0,,,02276,RepGrothman,2976606250.0,,
N000188,DonaldNorcrossNJ,,412606.0,donald_norcross,,02202,DonaldNorcross,3122099613.0,,UC7kXK_PyDiOT8YrdP0jYZHw
L000581,395759603917487,395759603917487,412638.0,,,02252,RepLawrence,2863006655.0,,
B001290,RepDaveBrat,,412605.0,,,02203,RepDaveBrat,2560169238.0,,
K000388,reptrentkelly,,412673.0,,,,reptrentkelly,3317799825.0,,
R000409,RepRohrabacher,321029601363321,400343.0,,,00979,,,RepDanaRohrabacher,UCFr7qO61vGJyyBJ7B_gB1_Q
D000625,Rep-Daniel-M-Donovan-867632656644580,867632656644580,412672.0,,,02293,RepDanDonovan,3353670647.0,,
L000585,replahood,1499570210366431,412674.0,,,02295,RepLaHood,3686482216.0,,UCVRbtFwaBGcixZIkygtalRw
